,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,11.160701209951053,-2.545821196470497,1.3316677497745244,-7.10802441996279,-4.363493724140019,1.8022936350515917,-3.3273727673186353,-0.4941420071917958,-0.9253276235597648,-0.6693751824710671,0.6812996444226393,-0.947703811114606,0.7322424116122116,-1.8926699092949546,-0.6361751855300932,-0.07681430563954209,-0.1360535820991291,-0.34029216394807177,1.0656590138934818,-0.27848558099823173,0.05098719805715321,-0.3067355610635525,-0.4795678404045815,-0.29785607649828966,0.1386507247544468,3
1,23.41640277682978,14.84569780176889,4.0165989587013495,-1.4386447449091284,-5.08362500246243,-2.910074610111292,-3.0948769545198966,-2.0601761623052797,-2.2449861429496427,0.2439039304221317,1.4053515349299672,-1.09407217989324,-1.560895151413725,-0.13508424037798447,-1.4599672276492661,0.17494959024791076,-0.008095110795361548,-1.3656532530639212,0.30300553986909906,0.08834769960092669,0.7588228947423944,-0.759739501794281,-0.5257258781436219,-0.35004792193441636,-0.06663157197675683,3
2,17.8078396781684,11.902332918917047,-3.948811107194123,-15.4316847673078,-4.7758512521897805,2.0921988292416067,5.928899839642883,3.448458072186542,-0.9341234346260173,0.5349541708658597,-0.5025699970248162,-1.455836374589511,-1.4405959216567772,0.7461774508162039,-1.4545646478643979,-0.2917234895023222,-0.784211589812191,-0.19884517782902153,-0.04270562288184272,1.1479802278169662,0.6271072235761789,0.2444007618728984,-0.21121551511873152,0.8441776103471977,0.4361590010307983,4
3,-7.304537865237948,10.004367271147958,0.3236465763612019,-3.9116173035466955,3.263522844784769,-7.602755447683041,0.41421079622902807,-2.0985984167605953,-2.705894184162139,0.632744193434325,3.451019615127384,1.3352137188089848,2.2517264340368546,-0.24993101413788654,0.06490199369057839,0.8804478737865409,0.8144001615716561,1.9661980595673845,1.3271769993072526,0.1086756850400637,-0.5529942689293573,-0.16149162124940028,-0.44390854979143324,-0.27190109337316937,0.44516493341626096,3
4,-18.97526483441079,17.509365474041477,4.79113548195468,15.08977627060332,-6.139288524421787,3.032356000431689,-1.5509877393909326,3.511777691130402,-1.1077778961415492,-0.253189470421591,1.2391820538983571,1.7469305419788692,-1.8140953665045294,-0.03271030414737191,-0.27552052743611655,-0.686095918397538,0.09622308478944286,-0.1880934908029565,0.7085900673966904,0.16826185311941186,1.3964244683462073,-0.9935266045157277,-0.41348277865451827,-0.2545486210085829,0.4141680137338696,3
5,34.35075716787222,-6.551917120140612,1.9883457369748325,-7.610181922282763,-2.8464967395378378,1.0412069032287241,5.669211858536872,-0.34886507202235945,-1.285355467215988,-0.05091624145032889,-0.7179388654299472,-2.089705353900706,-1.917620017825028,0.4977451226627173,-0.16084839174255575,-0.037915489702911295,1.0410367130959934,0.8307452923594512,-0.11042945456621328,-0.8349772027143941,-1.0944549312478895,1.0415642657297701,-0.5056096557176037,-0.14023987650165748,0.6808094604411242,4
6,11.534292767047763,6.979320881454383,-2.2218000282061436,12.966489718331863,-1.8456666405003184,5.310428690921664,-0.739044855113519,3.865138401354593,-1.1269034584417568,0.01593208251136107,1.275738364194815,-0.5950320115412331,-0.6821837948465704,-0.6268437719472775,-1.1106326931001567,-0.8029712025803104,-0.8988773491175269,-0.9916482735366597,0.06044425760135205,0.09474074335024953,0.7075440894515447,-0.5163397047820935,-0.5154560412599597,-0.30579111293353356,-0.2896236565420465,3
7,-0.6786725385257623,-7.151695239044667,-7.523784357570339,-6.856456909578221,-2.6946033768525406,-1.696453056288196,-1.839049837201532,4.599068213184507,-3.27696676477973,0.13982443719972612,-1.217747735821571,1.1820944113849357,-1.6297146031505239,-0.5063251885045026,0.9977013120805935,0.4025662468732934,0.2926249630289574,-0.5322249408263379,-0.9711131410626224,1.4657315311610126,-1.6862630094156488,-0.45637687293512524,0.7537343132061345,0.7485702574732611,0.469469946675842,3
8,2.9711164965964856,0.24442114291642922,-1.1201893041220068,-2.5009225850828227,-3.3694802144811273,0.10827440231688369,-1.1315930547948294,6.523827821671017,-1.6544113780040715,1.0479879293110212,-1.1144332325247006,1.4079117004624337,-0.7805084981500281,2.5421996880028486,0.7072440495805972,-0.45767189286672033,-0.4330549287092004,0.9246259960721046,-0.3178045773876471,-0.8781707945748091,1.511501086303535,1.5083712030585246,0.643416100090839,-0.20818053676666112,0.502069854318262,3
9,-15.045000787494626,-2.306934913059039,-8.48977413879377,6.032668897031285,-3.014988971526147,-4.102423653459432,-0.7174560164877452,0.0865654569885826,0.5077224446482796,-0.13042334892218044,-0.9470518352133844,-0.5273326636500743,-0.39238543093274036,-1.0087719536720094,-0.6585928908135058,0.15300789532133557,-0.014144752302269277,1.0814582238554034,-1.522078158930261,-0.7232928494092435,-0.793544736965611,-0.33470872776681193,0.7423684911097509,0.43029975545592425,-0.3055440169147156,3
10,16.596694242455623,5.970129530723655,14.28005220187463,6.087930895592942,-4.120948235371701,1.831510160424059,-1.6943714803023333,-0.8924029750613787,0.1707734519587599,-1.846196622491328,-0.2300312362707981,1.4232147253836949,-0.2150068822504805,-0.23583522296221723,0.4582294966607507,0.33010522862065556,1.0405651282484079,-0.5543862078348152,-0.9340348855385414,2.0272024254334817,0.1798614531946147,0.7905018306404468,-0.3799956375529718,-0.24437056907273658,0.4448193195656944,3
11,16.32748602141516,18.142136801904307,-7.259758136880823,-3.8329662039739265,-4.293599585311622,-10.759840617402778,-2.1170526095967888,2.4889264600984555,-6.567929595596595,-6.923088316909598,0.013778098332882347,-1.8552779745045218,0.5305472476732298,-1.4309042176874407,-0.34438556731770176,-0.03618505435487525,0.7382561237067684,-0.4626639163795023,0.9642664817625681,-0.14364064959360145,0.2581615749920168,0.2801049932271162,0.6882085136980769,0.3064237130349743,-0.10324400035164727,3
12,-32.85706247540408,-4.765484045442275,18.394087249571434,-5.711304735426696,-3.6518083527719076,-0.06359919644507978,7.529383072829351,5.108972020877702,-2.745463274443349,0.3210185606656651,0.8106443640977583,0.1316294333070913,1.042234358402998,-1.8079928508232983,-2.084712610032419,0.04316683426308114,0.7285577867219539,0.1010101713261635,1.1026173055266795,-0.3656969908842022,-0.16869589747905347,-0.5470742839192398,-0.4665050021638702,-0.21296649752163493,0.7692861346715913,4
13,-32.623769155635735,-14.368895065815952,1.177550651320224,5.354015058772621,0.09820176454507439,0.7551374370159902,-4.322088661195022,-1.041668133356136,0.8418212687360819,-0.07250241644112045,-1.084025272054776,-0.3119487687878586,0.1207240515550535,-0.4282722409141221,-0.9116390984747784,-0.9797881396008724,0.20708368154879628,-0.25543251841524506,-0.3083190176455348,-0.3750425604382217,-0.15674258718574718,-0.3379459514277644,-0.47144824848895517,-0.1960634376296084,0.11389808549013246,3
14,8.697619505262816,2.2159345906030428,9.25191040859055,8.415108087163539,-3.853466085050008,0.3023005731023491,-3.5548816583467175,2.7520335130495117,-1.2836402209755886,-0.13830674698038015,-0.08782155560638572,-0.2730868449666102,-0.3874078350229138,-1.1119288426099472,-0.060983985363065846,0.7054433350845695,1.1740237301570116,-0.5084067394135814,0.17994515768294694,-0.7447595393393137,1.1982748649994053,-0.1505316290841243,-0.00596890532768215,0.9448413468547128,-0.07760692341241102,3
15,-29.918789087057746,-4.619341340664728,-1.2029070411343405,0.3579249537156644,-2.7811181697669527,-2.761755076358532,-3.8870498958903497,0.1187949013174361,0.9957485394493736,-1.7473843824856226,-0.1891520582083319,0.22253959424275896,-0.4267596891760547,-1.2662898852947226,0.612080071729533,0.11288780780325847,-0.06837127811611175,0.38673021221475673,0.19877860362077834,-0.21461034440726917,0.39539570281260383,-0.6536409609621848,0.5567227775324156,-0.46432103009233444,0.35195845389621255,3
